,1101 猟,1102 ㄈ猟,1216 参,1301 鹅,1303 玭ㄈ,1326 て,1402 环狥穝,2002 い葵,2105 タ穝,2633 芖蔼臟,2801 裹蝗,2823 い关,2880 地玭,2881 碔ü,2882 瓣,2883 秨祇,2884 ド,2885 じ,2886 伦,2887 穝,2890 ッ伦,2891 い獺,2892 材,5876 坝蝗,5880 畐,2912 参禬,5871 い-KY,9904 腳Θ,6505 鹅て,2303 羛筿,2330 縩筿,2408 玭ㄈ,2454 羛祇,3711 らるщ北,2301 腳,2357 地河,2382 約笷,2395 地,4938 ㎝河,2409 ね笷,3008 ミ,3481 竤承,2412 い地筿,3045 芖,4904 环肚,2308 笷筿,2327 瓣エ,2317 翬,2354 翬非,2474 Θ
2018/6/29,37.21,32.61,72,106.77,82.12,114.8,27.86,22.86,44.06,23.19,16.61,29.54,16.52,51.1,53.8,10.57,19.47,13.33,25.42,13.29,10.31,20.85,19.53,,16.64,319.83,94.55,33.41,116.23,16.27,216.5,83.2,289.47,69.32,34.2,263.2,50.23,194.13,59.07,11.46,"4,416.93",10.2,105.27,104.95,75.07,104.5,927.09,98.57,71.24,329.65
2018/7/2,36.77,33.1,71.53,106.77,82.21,116.69,27.86,22.42,43.48,23.14,16.52,29.26,16.38,50.3,53.2,10.71,19.29,13.28,25.05,13.29,10.26,20.61,19.24,,16.45,313.35,91.9,33.17,114.8,17.47,214,81,294.3,68.64,34.1,258,49.76,192.2,59.07,11.46,"4,485.79",10.2,104.79,104.48,73.64,104.5,"1,013.61",95.96,69.91,324.33
2018/7/3,37.57,33.59,71.25,107.25,82.87,117.17,28.48,22.42,42.95,22.89,16.42,28.94,16.29,50,52.1,10.76,19.2,12.99,24.95,13.15,10.17,20.56,19.15,,16.41,314.28,90.01,32.93,116.7,17.23,214.5,81.8,293.82,67.29,33.83,260,49.2,187.85,59.36,11.37,"4,456.28",10.11,106.23,104.95,74.6,104,960.05,95.61,69.71,322.88
2018/7/4,36.91,33.73,71.72,108.2,82.87,120,29.69,22.67,43.77,23.33,16.42,29.17,16.38,50,51.9,10.8,19.15,13.1,25.05,13.2,10.26,20.7,19.24,,16.45,318.91,90.96,33.45,115.5,17.23,216,80.9,287.54,67.77,33.83,260.5,48.73,188.34,59.73,11.37,"4,377.58",10.16,106.7,105.43,75.17,101.5,972.41,96.67,69.91,330.62
2018/7/5,36.95,32.81,71.63,107.72,82.87,116.5,29.78,22.62,43.58,23.57,16.38,29.08,16.38,49.8,51.4,10.76,19.15,13,25.05,13.15,10.17,20.61,19.15,,16.41,316.13,89.92,33.5,119,17.23,214.5,78.1,271.62,67.38,33.55,261,48.91,186.4,59.45,11.37,"4,466.12",10.2,107.18,104.95,75.17,98.9,918.85,96.2,69.43,330.62
2018/7/6,36.55,33.3,72.56,103.93,82.02,113,30.36,22.67,42.85,23.57,16.38,29.08,16.34,49.45,51,10.76,19.2,13.05,25,13.06,10.17,20.42,19.2,,16.41,320.76,89.63,33.05,116,16.89,217,79.3,275,66.61,33.18,258,48.54,186.4,58.79,11.54,"4,530.06",10.39,107.18,105.43,75.17,99.2,968.29,95.37,69.33,324.82
2018/7/9,37.57,34.32,73.3,105.35,82.4,115.5,31.18,22.76,43.34,23.62,16.42,29.13,16.38,50.1,51.7,10.8,19.29,13.15,25.09,13.2,10.36,20.5,19.29,,16.45,325.39,92.28,33.65,117.5,16.94,221.5,81,272.5,67.77,33.45,261.5,49.01,190,59.26,11.99,"4,839.93",11,107.18,105.9,75.36,102,"1,020",95.73,69.62,328.68
2018/7/10,38,35.15,74.14,106.3,82.7,114.5,30.89,22.81,43.38,23.72,16.47,29.49,16.48,50.5,51.8,10.8,19.38,13.25,25.24,13.34,10.45,20.4,19.43,,16.5,324,94.46,33.9,118,17,222,83.9,280,67.38,34.1,262.5,49.38,193,60.11,11.9,"4,761.23",10.95,107.66,106,75.55,102.5,"1,045",95.37,70.29,331.58
2018/7/11,37.04,34.61,74.51,106,83.9,114,30.75,22.86,43.48,23.57,16.38,29.4,16.38,50.3,51.2,10.85,19.47,13.2,25.09,13.29,10.36,20.45,19.34,,16.5,326.77,92.75,33.45,119,16.9,220,83.6,276,67.19,34.1,254,49.01,192,58.98,11.9,"4,721.88",11.1,107.18,106,75.3,102.5,965,96.67,70.48,325.3
2018/7/12,37.52,34.76,73.95,106,84.7,114,30.85,22.96,44.2,23.62,16.52,29.45,16.52,50.7,52.1,11,19.84,13.35,25.38,13.39,10.45,20.55,19.53,,16.59,324.92,93.7,34.15,118.5,17.45,220.5,86,283,68.45,34.06,257.5,48.73,195,59.45,12,"4,849.77",11.1,106.7,105,74,101.5,"1,005",96.2,70.67,334.97
2018/7/13,38.22,35.05,73.77,110,85,115.5,30.94,23.05,44.4,23.77,16.57,29.49,16.57,51,52.2,11,19.97,13.35,25.52,13.48,10.5,20.7,19.58,,16.64,329.55,95.5,33.8,121,17.4,224.5,88.8,285,69.8,34.8,257.5,49.2,195,60.3,12.05,"4,957.98",11.15,106.7,105,72.9,105,998,98.21,71.82,346.08
2018/7/16,37.35,34.61,73.49,108.5,84.5,114.5,30.56,23.05,44.4,24.06,16.47,29.4,16.48,50.7,52,10.95,19.88,13.4,25.33,13.34,10.4,20.65,19.53,,16.69,324,93.98,33.6,119,17.25,223.5,86,282.5,68.84,34.94,257.5,49.38,195,61.52,12,"4,957.98",11.05,106.7,105.5,72.9,104,962,98.1,72.1,351.88
2018/7/17,37.04,34.66,73.86,107,84.1,112.5,30.85,23.15,45.3,24.4,16.57,29.45,16.57,50.8,52.2,11,19.88,13.4,25.47,13.43,10.4,20.5,19.53,,16.73,321.68,94.55,33.35,118.5,17.25,221.5,88.1,285.5,69.13,35.35,257,49.95,197,62.84,12,"4,913.71",11.2,107.18,105.5,73.5,102,904,98.21,72.2,348.02
2018/7/18,37.13,35.83,76.65,108.5,85.6,113.5,32.05,23.24,45.65,24.35,16.61,29.36,16.57,50.8,52.7,11.05,19.88,13.5,25.52,13.52,10.4,20.6,19.67,,16.87,324.46,94.55,34.25,120.5,17.4,223,84,281,70.29,35.68,263.5,50.7,202,63.31,12.2,"4,938.30",11.25,107.18,105.5,73.9,105,860,99.64,74.01,354.3
2018/7/19,37.57,36.75,76.37,107.5,83.9,113,31.8,23.34,45.1,24.3,16.61,29.26,16.62,50.8,52.4,10.95,19.97,13.4,25.38,13.48,10.4,20.4,19.53,,16.83,323.07,94.55,34.3,120,17.6,224.5,80.2,284,70,35.73,259.5,51.26,199,63.41,12.4,"4,972.73",11.25,106.7,105,73.3,103,892,100.94,74.87,361.55
2018/7/20,37.17,37,75.16,107.5,84,113,32.2,23.39,45.2,24.4,16.61,29.22,16.66,51,52.3,10.95,20.07,13.5,25.42,13.57,10.45,20.5,19.62,,16.83,331.4,94.27,33.9,120.5,17.85,237.5,80.5,280,68.35,35.96,260.5,50.89,198,64.44,12.45,"5,184.24",11.4,106.7,105,73.1,103.5,812,101.06,74.78,354.3
2018/7/23,37.48,37,74.51,108.5,83.7,114,32.2,23.39,45.2,24.35,16.71,28.9,16.71,51,52.3,11,20.34,13.5,25.47,13.57,10.5,20.45,19.67,,16.83,344.36,94.08,33.95,121,18.25,241,78.5,271.5,67.77,35.73,261.5,51.17,201,65.29,12.4,"5,090.78",11.5,106.5,105.5,73.1,104,843,101.3,75.25,353.82
2018/7/24,39.98,38.65,74.97,109.5,84.4,116,32.65,23.87,45.8,24.35,16.8,29.26,16.71,50.3,52.1,11.05,20.48,13.65,25.61,13.71,10.5,20.5,19.77,,16.87,340.2,96.92,34.3,120.5,18.2,241,78.7,255,68.45,35.91,263.5,51.26,202.5,65.1,12.3,"5,115.38",11.4,105.5,106,73.2,104.5,893,100.94,76.4,365.42
2018/7/25,39.63,38.5,74.23,108.5,83.6,115.5,32.2,23.92,45.75,24.3,16.75,29.4,16.66,50.2,52.1,11.2,20.57,13.65,25.71,13.66,10.5,20.5,19.72,,16.92,306.41,98.33,34.75,119.5,18.2,240.5,80.7,262.5,67.96,36.23,261,51.82,203,64.73,12.45,"5,139.97",11.4,105,105.5,72.5,103.5,925,100.33,75.8,365.42
2018/7/26,40.5,40.65,75.07,111,84.1,118,32.85,24.65,45.65,24.25,16.89,29.68,16.75,50.3,52.1,11.2,21.1,13.75,25.85,13.75,10.73,20.55,19.81,,17.06,310.57,99.28,34.75,120,17.5,241,81,263,68.93,36.84,261,52.11,202.5,63.97,12.35,"5,115.38",11.3,105.5,105.5,73.1,104.5,915,101.3,76.3,360.1
2018/7/27,40.3,39.53,75.07,110.5,84.1,118.5,32.25,24.65,46.85,24.25,16.89,29.63,16.75,50.2,52.4,11.15,20.95,13.7,25.76,13.8,10.68,20.65,19.91,,17.2,305.95,98.81,34.95,120,17.3,244.5,81.9,267.5,72.22,36.84,261,52.2,202.5,65.2,12.7,"5,174.40",11.35,105.5,105.5,72.7,108,933,100.94,75.6,363.97
2018/7/30,40.7,40.4,75.07,111.5,84.2,118.5,32.15,24.8,47,24.35,16.89,29.82,16.85,50.4,52.2,11.1,21,13.7,25.76,13.85,10.68,20.5,19.91,,17.29,305.48,101.17,33.95,119,17.2,245.5,79.6,260,76,37.02,262.5,52.5,199.5,66.5,13,"5,095.70",11.45,106,105.5,72.7,104.5,840,102.15,76.4,363.48
2018/7/31,39.35,39.72,75.16,112.5,84.9,120.5,32.6,25,47.3,24.85,16.99,29.82,17.08,50.7,52.7,11.2,21.35,14.1,25.76,13.85,10.78,20.75,19.96,,17.43,311.5,100,33.65,120.5,17.55,246,78.6,254,75.9,37.25,263.5,52.9,202.5,68.1,13.2,"5,066.19",11.5,106,105.5,72.6,106.5,781,101.67,75.9,363.97
2018/8/1,41.05,40.31,73.3,113,84.8,120,32.3,24.95,47.45,24.6,16.94,30.32,17.08,51,52.5,11.2,21.4,14.05,25.94,13.89,10.87,21.1,19.96,,17.43,306,100.5,33.95,120.5,17.4,248,79.6,275,75.52,37.07,265.5,53.3,204.5,67.5,13.25,"4,967.82",11.45,106,106,72.1,107.5,795,102.03,77.2,370.73
2018/8/2,40.6,39.92,73.9,112,83.6,118,30.75,24.65,46.8,24.65,16.85,30.23,16.99,50.2,52,11,21.25,13.8,25.85,13.8,10.68,20.75,19.86,,17.34,305.5,99.6,33.65,118.5,17.3,244.5,78.4,269,74.16,36.79,267,52.3,201,66.6,13.15,"4,923.55",11.2,105.5,105,71.6,106.5,716,100.45,76.5,351.88
2018/8/3,40.45,39.72,74.6,111.5,83.8,118.5,31.25,24.75,47.05,24.7,16.94,30.05,16.99,50.8,52.8,11.05,21.3,14.1,25.85,13.89,10.82,21.2,19.96,,17.43,310,99.3,33.5,121,17.7,247,75.8,274,74.84,36.88,268,52.6,200.5,66.7,13.2,"5,046.51",11.4,106,105,71.7,108,730,101.67,77,358.65
2018/8/6,40.35,39.92,74.2,112.5,84,119,32.1,24.9,48.8,24.6,16.94,30,16.99,50.4,53,10.95,21.65,14.35,25.8,13.75,10.64,21.45,20.1,,17.53,311,99.7,33.45,121.5,17.95,245.5,73.6,273,75.13,37.02,269,52.6,200.5,66,13.35,"5,046.51",11.45,106.5,105.5,71.6,107,724,102.64,77.7,359.13
2018/8/7,40.15,40.01,73.4,111,83.7,120,32,24.9,49.45,24.6,16.94,30,16.99,50.5,52.5,10.95,21.65,14.55,25.8,13.75,10.68,21.45,20.15,,17.43,309,98.7,33.3,119,17.85,241.5,74.3,275.5,74.94,37.02,269,52.6,200.5,66.6,13.35,"4,933.39",11.6,106.5,105,71.7,108,788,102.4,77.4,363.97
2018/8/8,40.6,41.04,72.2,112,85,121,32.2,24.95,49.05,25.05,16.99,30.4,17.13,50.7,53,11.05,21.95,15.15,25.85,13.85,10.78,21.4,20.19,,17.62,313,98.8,33.65,121,17.95,247.5,73.7,277.5,75.9,37.16,270,53.1,204,66.6,13.35,"4,977.65",11.7,107,105,71.8,109.5,742,103.12,78,362.03
2018/8/9,40.5,40.45,71,111.5,84.6,119.5,32.1,24.85,49,25,16.99,30.5,17.22,50.4,52.7,11,21.7,15.45,26.05,13.75,10.78,21.15,20.24,,17.62,307,101.5,33.35,120,17.85,247,73.8,275,76,36.93,269.5,52.6,201.5,66.7,13.25,"5,017",11.6,107,105,71.6,108,720,103.37,77.1,361.55
2018/8/10,41.5,40.21,72.7,110.5,84.6,119,31.8,24.55,49.1,25.25,17.18,30.3,17.45,50.9,53,11,21.8,15.4,26.35,13.94,10.78,21.3,20.5,,17.67,309.5,102.5,33.6,120.5,17.95,245,73.2,274.5,76.7,37.2,268,52.6,203.5,69,12.9,"4,997.33",11.35,107.5,106,71.7,106,651,104.22,77.6,365.42
2018/8/13,42.15,40.99,72.2,108,83.5,117,31.8,24.35,47.25,25.1,16.99,29.95,17.27,50.1,52,10.85,21.6,14.9,26.15,13.85,10.64,20.8,20.4,,17.53,307,102.5,33.2,119.5,17.3,240.5,68.9,263.5,74.6,36.6,254.5,51.8,199,67.8,12.8,"4,554.65",11.2,106.5,105.5,71.4,105,597,101.67,75.8,351.88
2018/8/14,43.3,42.93,75,109.5,83.5,118,32.75,24.95,47.25,25.25,17.03,30.05,17.41,50.3,52.2,10.9,21.7,15.2,26,13.89,10.73,21.2,20.35,,17.53,313,104,33.6,120.5,17.4,243.5,70.2,265,74.9,35.9,249.5,51.7,199.5,68.5,13,"4,554.65",11.3,107,106,71.1,106.5,637,98.63,74.4,351.88
2018/8/15,42.35,42.35,74.8,109,83.3,118,32.25,24.75,46.25,25.2,16.89,29.85,17.36,50.1,51.9,10.85,21.55,15.2,25.6,13.8,10.7,21.3,20.2,,17.43,315.5,101.5,33.15,120.5,16.95,241.5,67.7,260,73.1,35.7,243,51.8,196,67.2,12.8,"4,382.50",10.9,107,105.5,70.9,105.5,610,98.39,73.5,350.92
2018/8/16,42,41.67,75.1,108.5,82.1,118.5,32.25,24.9,47.05,25,16.94,30.05,17.45,49.7,51.5,10.95,21.8,15.1,25.35,13.75,10.65,20.95,20.15,,17.43,319,98.2,32.5,120.5,17.15,239,67.3,247.5,73.1,35.35,242,51.4,197,66.5,12.8,"4,520",11,106.5,105,70.2,103,663,98.51,75.4,355.75
2018/8/17,42.05,43.08,77,109,83.3,118,32.45,24.65,46.75,25.15,16.94,30,17.55,49.9,51.8,10.95,21.75,15.25,25.55,13.85,10.85,21.15,20.25,,17.43,317.5,99.1,32.3,121,17.2,239.5,65,247,73.7,35.25,245.5,52.2,197.5,65.4,13.1,"4,430",11.05,107,106,70.4,105,630,98.39,75.5,349.47
2018/8/20,42,43.18,75.4,109,83.1,117.5,32.5,24.95,47.1,25.2,16.99,29.8,17.75,49.9,51.3,10.85,21.8,15.2,25.5,13.94,11.05,21.3,20.35,,17.62,308,98.5,33.05,123.5,17.55,239.5,65.7,247,73.2,35.2,251,52.2,197,65.6,13.15,"4,590",11.3,107,106,71,105,662,98.27,75.5,348.5
2018/8/21,42.9,43.66,76.2,109,83.3,119,34.05,25,47.45,25.5,17.32,29.85,17.9,50,51.9,11,22,15.25,25.85,14.17,11.05,21.4,20.45,,18.15,317.5,100.5,33.6,125,18,241,68.5,245.5,73,35.85,257,52.5,201.5,64.3,13.05,"4,700",11.25,108.5,106.5,71.4,105.5,673,98.27,76.6,354.3
2018/8/22,42.95,43.62,76.3,110,83.9,120,35.2,25.3,46.6,26,17.41,29.9,18,50.1,52.1,10.95,22.25,15.5,25.95,14.55,11,21.5,20.5,,18.2,323,100.5,33.95,125,17.5,242,67.4,247.5,74,35.9,256.5,52.3,201.5,64.5,13,"4,490",11.2,108,107,71.8,106,650,99.12,77.7,348.02
2018/8/23,43.1,43.32,78,113.5,84.5,123,37.25,25.5,46.1,26.1,17.41,29.9,17.95,50.1,52.5,11,22.35,15.5,26.1,14.35,10.9,21.55,20.55,,18.2,324,102,33.85,125,17.65,244.5,67.3,253,73.9,35.55,252.5,52.2,203.5,64.2,13.1,"4,485",11.35,108.5,107.5,72.1,106.5,628,99.24,77.7,352.37
2018/8/24,42.8,43.62,77.7,112.5,84.4,121.5,36,25.25,45.5,26.15,17.41,29.75,17.85,49.85,52.8,11,22.25,15.5,26,14.25,10.75,21.45,20.5,,18.1,324,102.5,33.3,127,17.3,243.5,67.4,250,73.3,35.35,251.5,51.9,203.5,63.7,12.9,"4,505",11.2,107.5,107,72.5,104.5,643,98.39,77.2,348.5
2018/8/27,43.3,44.3,77.9,113.5,84.8,123.5,35.7,25.3,45.5,26.15,17.55,29.85,17.8,50.7,52.8,10.95,22.25,15.5,25.8,14.4,10.85,21.5,20.35,,18,326.5,104,33.75,128,17.4,245,70.1,247.5,73.1,35.7,253,51.7,209,64.5,13,"4,615",11.3,108,107.5,72.6,105.5,695,98.27,77.7,352.85
2018/8/28,43.3,43.66,78.8,114,85.2,123,35.95,25.5,46.35,26,17.64,29.85,17.9,50.8,52.7,11.05,22.45,15.6,25.9,14.45,11.05,21.6,20.45,,18.15,328,104.5,33.8,128,17.5,249.5,70.7,252,73.9,36,255,53,211,65.2,13,"4,765",11.25,108.5,107.5,73.1,112,675,98.51,78,356.23
2018/8/29,43.4,44.2,77.5,113.5,85.4,122,35.7,25.45,46.1,25.85,17.79,30.25,18,50.9,52.6,11.1,22.6,15.6,25.85,14.5,11.15,21.55,20.5,,18.15,330.5,103,33.75,128,17.55,259,69.9,256,74.8,36.5,257.5,53.5,211,66,13.1,"4,760",11.3,108.5,107.5,72.4,118.5,705,98.76,78.1,360.1
2018/8/30,42,41.95,77.2,112,84.5,121.5,35.7,25.25,46.25,25.65,17.88,30.25,17.95,50.5,52.2,10.95,22.45,15.5,25.8,14.35,11.1,21.35,20.4,,18.05,329.5,104,33.8,125,17.35,263.5,69.8,256,74.3,36.4,257,53.2,209,64.5,13.2,"4,745",11.4,107.5,107,72.7,121,696,98.15,77.9,360.1
2018/8/31,42.35,41.85,77.6,112.5,85.4,123,35.75,25.15,46.9,25.9,17.93,30.55,18,50.9,52.6,11.1,22.6,15.55,25.8,14.45,11.25,21.6,20.55,,18.25,335,104.5,33.85,126,17.35,256,69.7,251.5,75.3,36.95,261.5,52.8,209,66.2,13.3,"4,705",11.45,108.5,107,73.2,123,698,97.66,78,363.97
2018/9/3,41.35,40.8,76.2,111,84.6,120,34.6,24.85,46.95,25.7,18.02,30.25,17.95,50.6,52,11,22.45,15.25,25.75,14.45,11.1,21.35,20.5,,18.1,327.5,104,33.45,124.5,17.1,257,66.7,249.5,74.3,36.5,260,52.2,206.5,65.2,13.1,"4,690",11.45,108,107.5,72.9,121.5,629,97.18,77.9,363.48
2018/9/4,42.1,41.1,76.6,112.5,84.5,121.5,34.75,24.95,47.05,25.9,17.95,30.15,18,50.9,52.2,10.95,22.45,15.4,26.05,14.4,11.1,21.55,20.45,,18.2,327,104.5,33.6,126.5,17.2,257.5,67.6,253.5,73.9,36.55,259.5,52,208,64.9,13.2,"4,890",11.5,108.5,107.5,72.8,124,630,97.18,78.2,360.1
2018/9/5,41.55,40.45,75,110.5,83.5,120,34.7,24.65,46.15,25.9,17.8,29.95,17.8,50.2,51.8,10.8,22.25,15.05,25.7,14.3,10.9,21.2,20.35,,18,322,103.5,32.75,124,17,264,66.6,254,73.8,36.05,256,51.6,207,63.9,13.1,"4,890",11.3,108,107,72,122,611,97.18,77,357.68
2018/9/6,41.8,39.9,75.5,111.5,84,119.5,34.35,24.8,46.65,25.75,17.8,29.75,17.75,50.1,51.5,10.8,22,15.05,25.9,14.25,11.05,21.15,20.5,,18.1,330,103.5,32.8,124,16.9,261,63.6,255,72.5,35.8,257.5,50.7,207,62.5,13.05,"4,640",11.15,107.5,107,72.3,121.5,595,96.21,76.8,353.82
2018/9/7,41.3,39.9,74.8,111.5,83.4,120,34.05,24.7,46.65,25.55,17.85,29.7,17.85,49.5,51.2,10.8,22.3,15.05,25.9,14.15,10.9,21.15,20.4,,18.1,332.5,102.5,32.3,123.5,16.3,264,57.5,248,71.7,35.7,257.5,50.1,205,61.2,12.9,"4,730",10.95,108,107.5,72.9,120.5,545,94.27,75.1,348.5
2018/9/10,37.95,38.4,75.7,111.5,83.4,118.5,34.5,24.6,45.85,25.5,17.9,29.55,17.85,49.4,50.9,10.75,22.3,14.95,25.8,14.1,10.9,21.3,20.35,,18,338,102,31.35,124.5,15.55,264.5,59.4,242.5,69.6,35.35,257.5,49.6,210,58.8,12.6,"4,360",10.5,108.5,107.5,73.2,119.5,532,91.11,73.5,338.35
2018/9/11,38,36.1,76.8,111,84,118.5,35.45,24.55,46.45,25.5,18,29.75,17.85,49.8,50.5,10.8,22.3,15.25,26,14.1,10.95,21.45,20.4,,18.05,347,99.9,31.25,125.5,15.65,260,60.1,244,70.9,35.35,256,49.7,211,59.9,12.75,"4,340",10.65,110,108.5,73.4,118.5,546,94.27,74.9,339.8
2018/9/12,38.55,36.1,76.4,111,83.6,118,35.45,24.3,46.55,25.75,18.1,29.4,17.95,49.7,50.5,10.8,22.25,15.2,26,14.15,11.05,21.2,20.4,,18.1,353,100.5,31.5,127.5,15.4,260.5,57.4,244,70.6,35.6,257.5,50.3,212,60.1,12.9,"4,210",10.7,110,109,73.6,116.5,528,93.42,73.2,331.1
2018/9/13,39.1,37,75,112.5,84.6,120.5,35.65,24.45,46.8,25.85,18.25,29.65,18,49.9,50.5,10.85,22.4,15.2,26.1,14.35,11.15,21.2,20.55,,18.15,363,101,31.4,133,15.6,255,57.5,242,71.4,37.35,251.5,51.7,211,60.9,12.9,"4,110",10.6,109.5,109,74.1,116,508,92.2,74.3,338.83
2018/9/14,39.65,37.8,75.4,112,84,121.5,36.05,24.45,47.2,25.7,18.25,29.65,18,50.1,51.2,10.95,22.35,15.15,25.95,14.35,11.2,21.4,20.45,,18.1,352.5,103.5,31.65,132,15.7,261,59.6,245.5,72.7,37.35,251,52,215,65.6,13.1,"4,405",10.75,108.5,109.5,74.1,116.5,534,94.51,74.7,346.08
2018/9/17,39.3,36.4,75.6,112.5,83.9,121,35.75,24.5,47.3,25.8,18.2,29.5,17.95,50,51.2,10.9,22.3,15.25,26.4,14.4,11.2,21.45,20.4,,18.1,357,104,31.8,129.5,15.6,258,61.2,243.5,72.5,37.65,250.5,52.3,215,65.8,12.95,"4,285",10.65,108.5,109,73.9,120,533,94.39,73.7,348.5
2018/9/18,39.7,37,78.4,112.5,84.4,121,36.15,25,47.9,26.1,18.2,29.5,18.05,50,50.9,10.85,22.4,15.2,26.8,14.45,11.15,21.55,20.4,,18.1,352,105,31.8,132.5,15.3,254.5,59.3,244.5,72,37.7,250.5,52.8,215.5,64.9,12.8,"3,860",10.55,110,109,74.3,120,501,91.96,73.3,344.5
2018/9/19,40.15,38.65,79,113,84.8,122,37,25.1,48.25,26.15,18.45,29.6,18.15,50.3,51.4,11,22.3,15.5,27,14.55,11.25,21.8,20.55,,18.2,359,105.5,31.95,137,15.6,258,60,245,73,37.8,254.5,53,216,65.5,12.9,"3,865",10.55,110.5,109.5,74.4,119.5,479,92.69,73.9,352
2018/9/20,40.1,39.45,77.7,113.5,84,122,35.8,25,47.7,26.5,18.4,29.8,18.3,50.4,52.2,10.95,22.2,15.5,27,14.6,11.25,22.15,20.6,,18.25,346.5,108.5,32.1,139,15.45,260,59.5,238,72.7,37.2,251.5,52.2,219,63.6,12.75,"3,800",10.3,110,109,74.1,120,490,91.72,72.6,337.5
2018/9/21,40.4,41.25,78.1,117.5,85.5,128,37.4,25.25,47.85,26.95,18.7,30.15,18.5,51.1,52.9,11.1,22.65,16,27.15,14.7,11.3,22.45,20.7,,18.6,355,108.5,32.1,147,15.85,261.5,58.5,243,73.5,38.1,254.5,52.2,221,65.1,12.85,"3,870",10.4,109.5,109.5,74.1,119,514,91.96,73,339.5
2018/9/25,40.2,40,79.1,115.5,84.5,126.5,36.2,25.35,48.1,28.05,18.7,30.35,18.45,51.1,52.8,11.15,22.75,16,27.3,14.7,11.3,22.6,20.8,,18.6,350.5,109,32.1,142,15.65,263.5,61.7,243.5,74.3,38.2,258.5,53,222,64.2,12.75,"3,730",10.45,109.5,109,74.2,120,506,92.33,74.5,336
2018/9/26,39.9,39.6,79.8,114.5,84,125,36,25.45,47.8,28.55,18.7,30.45,18.45,51,53,11.25,22.55,15.95,27.3,14.65,11.15,22.4,20.8,,18.4,351.5,109.5,32.1,146,15.9,263.5,60.2,241.5,74.1,38,260,52.9,227.5,62.1,12.8,"3,770",10.65,109.5,109,73.1,119.5,490,93.78,74.8,337
2018/9/27,40.25,40.55,79.3,117,85,127.5,36.35,25.45,48.45,29,18.85,30.5,18.5,51.9,52.8,11.45,22.5,16.3,27.3,14.75,11.25,23,20.95,,18.6,360,109,32.5,148,15.95,265,59.8,241.5,74.1,38.4,262.5,53,234.5,60.9,13,"3,780",10.7,110,109.5,73.4,125.5,466,95.48,74.5,338
2018/9/28,41.1,41.5,79.7,117,84.8,128,35.7,25.5,48,29.9,18.9,30.7,18.5,51.8,52.5,11.4,22.55,16.1,27.5,14.75,11.15,23,20.8,,18.6,358.5,107,32.25,148,16.15,262.5,58.1,246.5,74.5,38.4,264,53.2,227.5,61.1,12.9,"3,635",10.6,110,109.5,72.8,131,459,96.09,74.5,336
2018/10/1,41.05,41.4,78.9,117.5,85,128.5,34.8,25.5,48.25,30.25,18.8,30.75,18.55,52.5,52.9,11.4,22.6,16.1,27.5,14.85,11.15,22.95,20.85,,18.65,357.5,107,32.45,148.5,15.9,263,59.2,250,74.9,38.15,267.5,53.3,227,61.7,12.8,"3,740",10.7,110.5,109.5,73.2,129.5,470,96.94,75.2,342
2018/10/2,40.3,40.15,77.5,115,84,127,35.4,25.2,47.3,29.5,18.6,30.45,18.35,52.1,52.3,11.2,22.45,16.1,27.15,14.75,11.1,22.6,20.6,,18.45,354,106.5,32,147,15.6,257.5,58.4,245,74.9,37.8,263,52.8,222.5,61,12.75,"3,790",10.6,109.5,109,73.2,128,458,94.75,74,335
2018/10/3,40.2,40.5,78.3,113,83.8,124.5,35.4,25.45,47,29.8,18.7,30.35,18.4,51.8,52.2,11.15,22.3,16.1,27.1,14.7,11.05,22.5,20.55,,18.45,355,104.5,32.35,140,15.5,260,57.8,246,75.4,37.35,252,52.5,221,60.5,12.8,"3,720",10.6,109,109.5,72.9,125,451,94.39,74,326.5
2018/10/4,39.8,39.7,75.4,113,83.1,124,35.15,25.4,46.3,28.95,18.5,30.6,18.15,51.6,51.7,11,22.2,15.9,27.3,14.6,11,22.95,20.5,,18.25,335,105.5,31.9,137.5,15.1,254,53.9,242,73.1,36.8,249,51.5,219.5,60.9,12.55,"3,710",10.3,108,108,72.5,123.5,446,92.45,73.2,321
2018/10/5,39.7,40.15,75.3,111,82.1,120.5,34.5,25.1,45.7,28.35,18.3,30.15,18,50.9,51.2,10.95,22.05,15.8,26.8,14.45,10.9,22.7,20.4,,18.15,335.5,103.5,31.5,132.5,14.7,250,52.2,234.5,70.7,36.5,247.5,50.5,217,61.3,12.4,"3,440",10.15,109,108.5,73.3,118.5,403,91.72,72.1,316.5
2018/10/8,39.75,39.3,75.5,111.5,82.1,121.5,35.05,25.25,45.5,28.55,18.3,29.75,18.05,51.6,51.9,10.9,22.05,16.05,27,14.4,10.95,22.55,20.5,,18.05,338,102,31.35,133,14.8,243.5,52.7,233.5,69.7,36,254.5,50.7,211.5,60.6,12.4,"3,510",10.2,108.5,109,72.7,114.5,404,91.6,71.8,321
2018/10/9,40.05,39.55,75.3,113.5,81.7,124,35.85,25.35,45.6,28.5,18.45,29.75,18.1,51.5,52.4,10.85,22.35,15.9,27.55,14.4,10.95,22.75,20.6,,18.1,346,99.9,31.7,135,14.8,244,52.3,228.5,68.6,36.1,252,50.6,205.5,59.6,12.5,"3,590",10.1,109.5,109,72.5,117.5,423.5,91.36,70.8,308
